sweep,cell,beta,tau,eta,rho,mac,dt,converged,chosen_from,was_dup,d_score,alt_mac,alt_dt,r_mu_pct
mc/mc_infill_1_2,mc_infill_1_2_gid-290_20260714_174956,0.0,0.5,1.601409,-0.019229,470.262981467,1.20941847501,True,mc/mc_infill_1_2,False,,,,2.31632780727
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-353_20260711_034533,0.0,0.5,1.602226,0.006099,142.864662546,2.33964322038,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.41383240814
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-92_20260714_174235,0.0,0.5,1.602753,-0.035669,927.057744985,0.218958056931,False,mc/mc_infill_lt1_beta0_0,False,,,,1.0119564935
mc/mc_beta0_s,mc_beta0_s_gid-110_20260710_074742,0.0,0.5,1.606161,0.014912,101.884773915,2.58335949974,True,mc/mc_beta0_s,False,,,,5.11129540583
mc/mc_infill_2_3,mc_infill_2_3_gid-572_20260715_041959,0.0,0.5,1.608307,-0.016688,412.702723221,1.35802880276,True,mc/mc_infill_2_3,True,0.297644,412.702723,1.358029,2.55219609402
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-122_20260711_034022,0.0,0.5,1.609013,0.001925,170.292466123,2.19913907599,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.09926732483
mc/mc_infill_1_2,mc_infill_1_2_gid-218_20260714_174609,0.0,0.5,1.609751,-0.02817,682.896609957,0.724825458056,True,mc/mc_infill_1_2,False,,,,1.53544193543
mc/mc_beta0_s,mc_beta0_s_gid-428_20260710_075454,0.0,0.5,1.611262,0.012667,110.607868468,2.52613825128,True,mc/mc_beta0_s,False,,,,4.94728007202
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-404_20260711_034534,0.0,0.5,1.614142,-0.018313,445.0744277,1.27081195561,True,mc/mc_low_rmu_s_beta0_0,False,,,,2.42566974253
mc/mc_beta0_s,mc_beta0_s_gid-1469_20260710_050307,0.0,0.5,1.618768,0.014789,102.558778982,2.57703892143,True,mc/mc_beta0_s,False,,,,5.1280803832
mc/mc_infill_2_3,mc_infill_2_3_gid-182_20260715_040903,0.0,0.5,1.619412,-0.010053,295.241426548,1.70431320528,True,mc/mc_infill_2_3,True,0.258452,295.241427,1.704313,3.14226058806
mc/mc_infill_1_2,mc_infill_1_2_gid-560_20260714_164859,0.0,0.5,1.620285,-0.022969,557.810511793,0.999941928155,True,mc/mc_infill_1_2,False,,,,2.0374226598
mc/mc_infill_2_3,mc_infill_2_3_gid-20_20260715_040901,0.0,0.5,1.625678,-0.009498,286.429161661,1.73260824878,True,mc/mc_infill_2_3,True,0.302367,286.429162,1.732608,3.20363489859
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-380_20260711_034532,0.0,0.5,1.625864,-0.020902,499.28891295,1.12964220897,True,mc/mc_low_rmu_s_beta0_0,False,,,,2.22809944819
mc/mc_beta0_s,mc_beta0_s_gid-1310_20260710_045645,0.0,0.5,1.629046,0.015362,100.707562403,2.58782071551,True,mc/mc_beta0_s,False,,,,5.19393507389
mc/mc_infill_1_2,mc_infill_1_2_gid-674_20260714_175406,0.0,0.5,1.630785,-0.019532,466.643768238,1.21378671457,True,mc/mc_infill_1_2,False,,,,2.37076594018
mc/mc_beta0_s,mc_beta0_s_gid-98_20260710_074742,0.0,0.5,1.631208,0.009239,126.022619131,2.4294455809,True,mc/mc_beta0_s,False,,,,4.72291254733
mc/mc_infill_3_4,mc_infill_3_4_gid-200_20260714_175438,0.0,0.5,1.632353,0.007052,137.256506277,2.3654157413,True,mc/mc_infill_3_4,False,,,,4.55478050396
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-158_20260711_034023,0.0,0.5,1.632515,0.006865,138.279877115,2.35974170339,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.54052065458
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-152_20260714_174205,0.0,0.5,1.635887,-0.030238,693.883274205,0.626369424316,True,mc/mc_infill_lt1_beta0_0,False,,,,1.52026561253
mc/mc_beta0_s,mc_beta0_s_gid-1313_20260710_050216,0.0,0.5,1.636301,0.00931,125.699691081,2.43053049054,True,mc/mc_beta0_s,False,,,,4.73940044958
mc/mc_infill_1_2,mc_infill_1_2_gid-8_20260714_175511,0.0,0.5,1.637483,-0.025344,617.677039881,0.870276853141,True,mc/mc_infill_1_2,False,,,,1.868792
mc/mc_infill_2_3,mc_infill_2_3_gid-314_20260715_041540,0.0,0.5,1.638488,-0.01056,299.463362141,1.68684215465,True,mc/mc_infill_2_3,True,0.237653,299.327494,1.686932,3.14826319773
mc/mc_beta0_s,mc_beta0_s_gid-647_20260710_081230,0.0,0.5,1.639012,0.00225,167.036752137,2.20993477216,True,mc/mc_beta0_s,False,,,,4.1926280124
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-77_20260711_034024,0.0,0.5,1.639409,0.010399,120.642837427,2.46001229276,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.83072666861
mc/mc_beta0_s,mc_beta0_s_gid-623_20260710_075922,0.0,0.5,1.642318,0.013099,109.316743333,2.52962520089,True,mc/mc_beta0_s,False,,,,5.04629555075
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-323_20260714_174707,0.0,0.5,1.643761,-0.032234,843.102784172,0.416799368376,True,mc/mc_infill_lt1_beta0_0,False,,,,1.14365310633
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-137_20260711_034025,0.0,0.5,1.643765,0.003223,160.230679033,2.24272288682,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.27958139008
mc/mc_infill_2_3,mc_infill_2_3_gid-230_20260715_041559,0.0,0.5,1.64406,-0.012612,329.942955758,1.58983570501,True,mc/mc_infill_2_3,True,0.127419,329.942956,1.589836,2.99390208171
mc/mc_beta0_s,mc_beta0_s_gid-530_20260710_081403,0.0,0.5,1.645379,0.016944,95.747739398,2.61904900362,True,mc/mc_beta0_s,False,,,,5.34985702335
mc/mc_beta0_s,mc_beta0_s_gid-218_20260710_075121,0.0,0.5,1.64608,0.006539,140.002189176,2.34808189558,True,mc/mc_beta0_s,False,,,,4.54470358759
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-338_20260711_034532,0.0,0.5,1.647071,-0.012013,319.718846363,1.61974786364,True,mc/mc_low_rmu_s_beta0_0,False,,,,3.04981403147
mc/mc_infill_3_4,mc_infill_3_4_gid-182_20260714_175005,0.0,0.5,1.650545,0.004902,149.440160084,2.29684785325,True,mc/mc_infill_3_4,False,,,,4.42668099371
mc/mc_beta0_s,mc_beta0_s_gid-755_20260710_080731,0.0,0.5,1.650669,0.006085,142.51447909,2.33367868093,True,mc/mc_beta0_s,False,,,,4.51932205383
mc/mc_infill_1_2,mc_infill_1_2_gid-422_20260714_175205,0.0,0.5,1.651647,-0.02043,481.781171931,1.17179110831,True,mc/mc_infill_1_2,False,,,,2.35117252316
mc/mc_beta0_s,mc_beta0_s_gid-1250_20260710_045905,0.0,0.5,1.653113,0.006268,141.464686308,2.33896417982,True,mc/mc_beta0_s,False,,,,4.5389265755
mc/mc_infill_2_3,mc_infill_2_3_gid-386_20260715_041550,0.0,0.5,1.655166,-0.015926,384.812167726,1.42602553245,True,mc/mc_infill_2_3,True,0.07401,384.812168,1.426026,2.74205468313
mc/mc_beta0_s,mc_beta0_s_gid-356_20260710_075125,0.0,0.5,1.6559,0.021932,81.8840026077,2.71701130094,True,mc/mc_beta0_s,False,,,,5.75584798363
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-173_20260711_034035,0.0,0.5,1.658195,-0.020182,471.681670842,1.19862350735,True,mc/mc_low_rmu_s_beta0_0,False,,,,2.38842067341
mc/mc_infill_1_2,mc_infill_1_2_gid-542_20260714_174609,0.0,0.5,1.65914,-0.02287,535.465364412,1.03923905164,True,mc/mc_infill_1_2,False,,,,2.13727681556
mc/mc_beta0_s,mc_beta0_s_gid-1112_20260710_050004,0.0,0.5,1.65936,0.00535,146.666094651,2.31000419164,True,mc/mc_beta0_s,False,,,,4.48103262858
mc/mc_beta0_s,mc_beta0_s_gid-1370_20260710_050013,0.0,0.5,1.660448,0.000189,181.595398266,2.1373401195,True,mc/mc_beta0_s,False,,,,4.07896134942
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-284_20260714_173941,0.0,0.5,1.66086,-0.030143,676.186459466,0.651545665903,True,mc/mc_infill_lt1_beta0_0,False,,,,1.56398508931
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-47_20260711_034020,0.0,0.5,1.660981,-0.024568,585.019798004,0.936893512197,True,mc/mc_low_rmu_s_beta0_0,True,0.084993,581.676246,0.932957,2.00351623622
mc/mc_infill_2_3,mc_infill_2_3_gid-290_20260715_041622,0.0,0.5,1.665921,-0.016414,390.786486753,1.40595518769,True,mc/mc_infill_2_3,True,0.109187,390.786487,1.405955,2.72944940244
mc/mc_beta0_s,mc_beta0_s_gid-1388_20260710_050007,0.0,0.5,1.665962,0.00336,158.846546655,2.24592301217,True,mc/mc_beta0_s,False,,,,4.34025073459
mc/mc_beta0_s,mc_beta0_s_gid-353_20260710_075227,0.0,0.5,1.667445,0.01197,114.174082656,2.49515430805,True,mc/mc_beta0_s,False,,,,5.01173059299
mc/mc_infill_1_2,mc_infill_1_2_gid-566_20260714_164901,0.0,0.5,1.669012,-0.028512,685.223163325,0.711015960119,True,mc/mc_infill_1_2,False,,,,1.64195258784
mc/mc_beta0_s,mc_beta0_s_gid-1346_20260710_045936,0.0,0.5,1.669738,0.00952,124.866391185,2.43009045009,True,mc/mc_beta0_s,False,,,,4.8272550439
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-32_20260711_034021,0.0,0.5,1.671181,-0.003382,211.619608939,2.00434892567,True,mc/mc_low_rmu_s_beta0_0,False,,,,3.82221900978
mc/mc_infill_2_3,mc_infill_2_3_gid-68_20260715_041025,0.0,0.5,1.671978,-0.01467,357.782745849,1.49993432803,True,mc/mc_infill_2_3,True,0.1328,357.782746,1.499934,2.89286682107
mc/mc_infill_1_2,mc_infill_1_2_gid-584_20260714_175539,0.0,0.5,1.672632,-0.029726,706.008722472,0.639226587922,True,mc/mc_infill_1_2,False,,,,1.62480448834
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-47_20260714_163408,0.0,0.5,1.672797,-0.029804,720.512422062,0.639989060191,True,mc/mc_infill_lt1_beta0_0,False,,,,1.68277163401
mc/mc_beta0_s,mc_beta0_s_gid-1403_20260710_050338,0.0,0.5,1.673235,0.001252,173.130629447,2.17470282303,True,mc/mc_beta0_s,False,,,,4.1911478174
mc/mc_beta0_s,mc_beta0_s_gid-1322_20260710_045908,0.0,0.5,1.675904,0.010011,122.660880197,2.44216097855,True,mc/mc_beta0_s,False,,,,4.87831634267
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-341_20260711_034538,0.0,0.5,1.677699,0.006686,139.028223487,2.3482205179,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.62487012057
mc/mc_beta0_s,mc_beta0_s_gid-560_20260710_081424,0.0,0.5,1.678848,0.00947,125.147486391,2.42696896835,True,mc/mc_beta0_s,False,,,,4.84278151859
mc/mc_infill_2_3,mc_infill_2_3_gid-74_20260715_041025,0.0,0.5,1.680828,-0.006165,238.973584742,1.89372475249,True,mc/mc_infill_2_3,True,0.181724,238.973585,1.893725,3.61694945171
mc/mc_infill_3_4,mc_infill_3_4_gid-188_20260714_174609,0.0,0.5,1.682374,-0.000734,187.946156572,2.1046272766,True,mc/mc_infill_3_4,False,,,,4.056101392
mc/mc_beta0_s,mc_beta0_s_gid-44_20260710_074739,0.0,0.5,1.683748,0.013966,106.710866865,2.54001425848,True,mc/mc_beta0_s,False,,,,5.19933174983
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-275_20260711_034701,0.0,0.5,1.686078,-0.005185,228.170641744,1.93473457538,True,mc/mc_low_rmu_s_beta0_0,False,,,,3.71082745583
mc/mc_infill_1_2,mc_infill_1_2_gid-128_20260714_171906,0.0,0.5,1.686708,-0.023845,551.316558542,0.999837583656,True,mc/mc_infill_1_2,False,,,,2.13191048683
mc/mc_beta0_s,mc_beta0_s_gid-446_20260710_075602,0.0,0.5,1.687317,0.02036,86.828479494,2.67599332636,True,mc/mc_beta0_s,False,,,,5.69736767226
mc/mc_beta0_s,mc_beta0_s_gid-617_20260710_080553,0.0,0.5,1.689169,0.010462,120.767411433,2.45136594329,True,mc/mc_beta0_s,False,,,,4.94115605263
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-323_20260711_034658,0.0,0.5,1.689969,-0.00104,190.051977773,2.09382230064,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.04933558977
mc/mc_infill_2_3,mc_infill_2_3_gid-284_20260715_041628,0.0,0.5,1.692659,-0.01246,318.281561636,1.61702008887,True,mc/mc_infill_2_3,True,0.191092,318.281562,1.61702,3.12797792432
mc/mc_beta0_s,mc_beta0_s_gid-386_20260710_075353,0.0,0.5,1.693182,0.00218,166.03483374,2.20552691794,True,mc/mc_beta0_s,False,,,,4.30852504763
mc/mc_infill_1_2,mc_infill_1_2_gid-122_20260714_175555,0.0,0.5,1.694427,-0.025453,585.088094098,0.922545776243,True,mc/mc_infill_1_2,False,,,,2.01440215858
mc/mc_infill_2_3_b,mc_infill_2_3_b_gid-62_20260715_002401,0.0,0.5,1.700905,-0.012353,315.368520759,1.62519820853,True,mc/mc_infill_2_3_b,True,0.144288,315.165431,1.625704,3.15809514896
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-197_20260714_174109,0.0,0.5,1.701707,-0.031195,755.966076184,0.576541167811,True,mc/mc_infill_lt1_beta0_0,False,,,,1.56646492826
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-425_20260711_035052,0.0,0.5,1.703163,-0.011018,295.795123315,1.68777636027,True,mc/mc_low_rmu_s_beta0_0,False,,,,3.27110753932
mc/mc_beta0_s,mc_beta0_s_gid-152_20260710_074853,0.0,0.5,1.703274,0.014107,106.544204876,2.53805965047,True,mc/mc_beta0_s,False,,,,5.25036884522
mc/mc_infill_1_2,mc_infill_1_2_gid-110_20260714_175314,0.0,0.5,1.704022,-0.021081,477.086945573,1.17717972001,True,mc/mc_infill_1_2,False,,,,2.43217453371
mc/mc_beta0_s,mc_beta0_s_gid-1028_20260710_045404,0.0,0.5,1.707203,0.016605,98.2201759587,2.59283790032,True,mc/mc_beta0_s,False,,,,5.44961233508
mc/mc_beta0_s,mc_beta0_s_gid-275_20260710_075223,0.0,0.5,1.71043,0.008158,131.467017902,2.38515554012,True,mc/mc_beta0_s,False,,,,4.80880772467
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-17_20260711_034020,0.0,0.5,1.710561,-3e-05,181.251554901,2.13011352044,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.17460193497
mc/mc_infill_3_4,mc_infill_3_4_gid-248_20260714_174609,0.0,0.5,1.710961,0.006773,138.42666004,2.34596452563,True,mc/mc_infill_3_4,False,,,,4.70327456256
mc/mc_infill_1_2,mc_infill_1_2_gid-200_20260714_175036,0.0,0.5,1.7123,-0.018094,411.173956671,1.3445988727,True,mc/mc_infill_1_2,False,,,,2.70953168124
mc/mc_infill_2_3_a,mc_infill_2_3_a_gid-158_20260714_213243,0.0,0.5,1.712722,-0.009161,270.192674961,1.77369848536,True,mc/mc_infill_2_3_a,True,0.284393,270.145365,1.773657,3.44620925289
mc/mc_beta0_s,mc_beta0_s_gid-1046_20260710_045404,0.0,0.5,1.716761,0.005484,145.327040656,2.30744373105,True,mc/mc_beta0_s,False,,,,4.61635816151
mc/mc_beta0_s,mc_beta0_s_gid-29_20260710_074741,0.0,0.5,1.718324,0.022646,81.9951959907,2.70713007437,True,mc/mc_beta0_s,False,,,,5.93347875241
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-299_20260711_034529,0.0,0.5,1.719446,-0.008717,263.91549186,1.79472011494,True,mc/mc_low_rmu_s_beta0_0,False,,,,3.49998868102
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-350_20260714_175438,0.0,0.5,1.719462,-0.035431,842.533062031,0.384518407113,True,mc/mc_infill_lt1_beta0_0,False,,,,1.33082837487
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-164_20260711_034035,0.0,0.5,1.721077,0.004965,148.201492475,2.29140095115,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.58564112415
mc/mc_infill_1_2,mc_infill_1_2_gid-98_20260714_175640,0.0,0.5,1.721375,-0.029663,704.311706347,0.714123380796,True,mc/mc_infill_1_2,False,,,,1.74056674226
mc/mc_beta0_s,mc_beta0_s_gid-479_20260710_075659,0.0,0.5,1.722423,0.00059,176.238010797,2.15134039614,True,mc/mc_beta0_s,False,,,,4.24972299456
mc/mc_infill_1_2,mc_infill_1_2_gid-470_20260714_174741,0.0,0.5,1.723076,-0.024116,541.37406358,1.0191697311,True,mc/mc_infill_1_2,False,,,,2.23449815399
mc/mc_infill_3_4,mc_infill_3_4_gid-62_20260714_165159,0.0,0.5,1.724231,-0.004986,223.043653667,1.94822471419,True,mc/mc_infill_3_4,False,,,,3.81828407754
mc/mc_beta0_s,mc_beta0_s_gid-1010_20260710_050206,0.0,0.5,1.727752,0.014888,104.27523084,2.54907992129,True,mc/mc_beta0_s,False,,,,5.36011481966
mc/mc_infill_2_3_a,mc_infill_2_3_a_gid-98_20260714_213450,0.0,0.5,1.728011,-0.008533,260.700360973,1.80451967144,True,mc/mc_infill_2_3_a,True,0.191598,260.675591,1.804553,3.53661574965
mc/mc_beta0_s,mc_beta0_s_gid-20_20260710_074852,0.0,0.5,1.729443,0.006672,138.87877919,2.34032781012,True,mc/mc_beta0_s,False,,,,4.73508084537
mc/mc_infill_1_2,mc_infill_1_2_gid-458_20260714_175506,0.0,0.5,1.730919,-0.020727,459.456266264,1.21756698549,True,mc/mc_infill_1_2,False,,,,2.53708187502
mc/mc_wrongbasin_ws,mc_wrongbasin_ws_gid-5_20260713_015047,0.0,0.5,1.731559,-0.022934,510.617896777,1.09302704863,True,mc/mc_wrongbasin_ws,True,0.110889,508.76328,1.095673,2.34789077938
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-275_20260714_175237,0.0,0.5,1.732914,-0.035054,876.492095391,0.391710349234,True,mc/mc_infill_lt1_beta0_0,False,,,,1.24934281585
mc/mc_infill_2_3_a,mc_infill_2_3_a_gid-128_20260714_213242,0.0,0.5,1.733764,-0.016809,381.306097837,1.4234332061,True,mc/mc_infill_2_3_a,True,0.246586,381.094721,1.423763,2.87211148311
mc/mc_beta0_s,mc_beta0_s_gid-1289_20260710_050540,0.0,0.5,1.733789,0.01427,106.516230853,2.53344618492,True,mc/mc_beta0_s,False,,,,5.32526830243
mc/mc_beta0_s,mc_beta0_s_gid-1187_20260710_045240,0.0,0.5,1.737575,0.016054,100.637131765,2.57178143039,True,mc/mc_beta0_s,False,,,,5.46889109798
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-176_20260711_034025,0.0,0.5,1.741231,-0.016956,381.883948115,1.42024673548,True,mc/mc_low_rmu_s_beta0_0,False,,,,2.87789870873
mc/mc_infill_3_4,mc_infill_3_4_gid-206_20260714_174956,0.0,0.5,1.74307,0.001932,166.363109314,2.19502832763,True,mc/mc_infill_3_4,False,,,,4.39939690036
mc/mc_infill_2_3,mc_infill_2_3_gid-494_20260715_041752,0.0,0.5,1.744814,-0.010699,285.305331995,1.71556082515,True,mc/mc_infill_2_3,True,0.125799,285.233874,1.715769,3.39806127063
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-221_20260714_174136,0.0,0.5,1.745806,-0.036827,878.920646508,0.334738143666,True,mc/mc_infill_lt1_beta0_0,False,,,,1.1307875782
mc/mc_infill_1_2,mc_infill_1_2_gid-680_20260714_175638,0.0,0.5,1.747747,-0.02706,610.975890209,0.863005077218,True,mc/mc_infill_1_2,False,,,,2.04865518352
mc/mc_beta0_s,mc_beta0_s_gid-257_20260710_080853,0.0,0.5,1.749132,0.016761,98.6811215633,2.58322968973,True,mc/mc_beta0_s,False,,,,5.54591169151
mc/mc_infill_1_2,mc_infill_1_2_gid-26_20260714_180421,0.0,0.5,1.749535,-0.019614,430.651021681,1.28677951208,True,mc/mc_infill_1_2,False,,,,2.68090190005
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-356_20260711_034627,0.0,0.5,1.750652,0.01262,112.761329101,2.49072985598,True,mc/mc_low_rmu_s_beta0_0,False,,,,5.23404489273
mc/mc_beta0_s,mc_beta0_s_gid-632_20260710_075952,0.0,0.5,1.751736,0.00273,161.039645277,2.21992589471,True,mc/mc_beta0_s,False,,,,4.47992062632
mc/mc_beta0_s,mc_beta0_s_gid-1490_20260710_050508,0.0,0.5,1.752554,0.002016,165.565864502,2.19724274272,True,mc/mc_beta0_s,False,,,,4.42667658938
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-113_20260714_173904,0.0,0.5,1.754127,-0.031633,694.643994832,0.632219721511,True,mc/mc_infill_lt1_beta0_0,False,,,,1.61494156947
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-263_20260711_034656,0.0,0.5,1.75541,-0.001696,192.099538719,2.0728516073,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.14539887377
mc/mc_infill_3_4,mc_infill_3_4_gid-164_20260714_175536,0.0,0.5,1.755843,0.002509,162.335118519,2.21271387482,True,mc/mc_infill_3_4,False,,,,4.47184461245
mc/mc_infill_1_2,mc_infill_1_2_gid-404_20260714_174109,0.0,0.5,1.75658,-0.019934,434.77896081,1.27368838458,True,mc/mc_infill_1_2,False,,,,2.67447254201
mc/mc_infill_2_3,mc_infill_2_3_gid-440_20260715_041756,0.0,0.5,1.75662,-0.007186,242.50477595,1.86636394284,True,mc/mc_infill_2_3,True,0.197259,242.504776,1.866364,3.71724933516
mc/mc_beta0_s,mc_beta0_s_gid-74_20260710_074857,0.0,0.5,1.761422,0.004692,149.26857015,2.27871114123,True,mc/mc_beta0_s,False,,,,4.65162183365
mc/mc_infill_2_3,mc_infill_2_3_gid-536_20260715_041750,0.0,0.5,1.763478,-0.017426,384.629788386,1.40827578247,True,mc/mc_infill_2_3,True,0.113088,384.629788,1.408276,2.89781689018
mc/mc_beta0_s,mc_beta0_s_gid-536_20260710_081354,0.0,0.5,1.763642,0.004227,151.868715828,2.26468249719,True,mc/mc_beta0_s,False,,,,4.62074425157
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-107_20260711_034030,0.0,0.5,1.76498,0.004399,150.870120467,2.26965787582,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.63681053424
mc/mc_beta0_s,mc_beta0_s_gid-266_20260710_075729,0.0,0.5,1.765506,0.009193,126.8604583,2.40255868387,True,mc/mc_beta0_s,False,,,,5.00392026824
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-266_20260714_174609,0.0,0.5,1.76626,-0.028694,652.686054385,0.803324783642,True,mc/mc_infill_lt1_beta0_0,False,,,,1.87628365662
mc/mc_infill_2_3,mc_infill_2_3_gid-44_20260715_040903,0.0,0.5,1.77188,-0.007839,247.938539225,1.84311669833,True,mc/mc_infill_2_3,True,0.236895,247.938539,1.843117,3.70081812631
mc/mc_infill_1_2,mc_infill_1_2_gid-182_20260714_174609,0.0,0.5,1.77202,-0.029952,636.940563661,0.729896899614,True,mc/mc_infill_1_2,False,,,,1.85838124638
mc/mc_beta0_s,mc_beta0_s_gid-1196_20260710_045434,0.0,0.5,1.772627,0.010619,120.855219961,2.4371278107,True,mc/mc_beta0_s,False,,,,5.12710986489
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-284_20260711_034701,0.0,0.5,1.773064,-0.003628,207.054770321,2.00481245363,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.03515521437
mc/mc_infill_3_4,mc_infill_3_4_gid-20_20260714_164932,0.0,0.5,1.778222,0.003844,153.846069293,2.25179694513,True,mc/mc_infill_3_4,False,,,,4.62275938851
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-71_20260714_174635,0.0,0.5,1.778335,-0.028323,631.129978834,0.808454002368,True,mc/mc_infill_lt1_beta0_0,False,,,,2.03165078883
mc/mc_beta0_s,mc_beta0_s_gid-1280_20260710_050440,0.0,0.5,1.779058,0.020576,88.8106956598,2.64787255579,True,mc/mc_beta0_s,False,,,,5.89443010905
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-314_20260711_034530,0.0,0.5,1.77966,-0.015576,349.570129914,1.50611647542,True,mc/mc_low_rmu_s_beta0_0,False,,,,3.08971758209
mc/mc_infill_1_2,mc_infill_1_2_gid-620_20260714_175406,0.0,0.5,1.780005,-0.02928,631.276668198,0.761219565081,True,mc/mc_infill_1_2,False,,,,2.032561041
mc/mc_beta0_s,mc_beta0_s_gid-878_20260710_080757,0.0,0.5,1.781114,0.007904,132.750052997,2.36582637427,True,mc/mc_beta0_s,False,,,,4.93844973754
mc/mc_infill_1_2,mc_infill_1_2_gid-398_20260714_174109,0.0,0.5,1.783525,-0.01881,404.799647969,1.34958248641,True,mc/mc_infill_1_2,False,,,,2.83412758287
mc/mc_beta0_s,mc_beta0_s_gid-1451_20260710_050247,0.0,0.5,1.787932,0.002833,159.628178584,2.22048889235,True,mc/mc_beta0_s,False,,,,4.56630311396
mc/mc_beta0_s,mc_beta0_s_gid-329_20260710_081324,0.0,0.5,1.78967,0.000953,171.48885725,2.16168957542,True,mc/mc_beta0_s,False,,,,4.42596711549
mc/mc_infill_2_3,mc_infill_2_3_gid-242_20260715_041531,0.0,0.5,1.789997,-0.017625,381.465558933,1.41249624548,True,mc/mc_infill_2_3,True,0.123984,381.465559,1.412496,2.94954296728
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-311_20260711_034530,0.0,0.5,1.790697,-0.008425,252.274377755,1.82348027847,True,mc/mc_low_rmu_s_beta0_0,False,,,,3.69853558089
mc/mc_infill_2_3,mc_infill_2_3_gid-224_20260715_041530,0.0,0.5,1.791121,-0.012937,308.092645914,1.63202611022,True,mc/mc_infill_2_3,True,0.230431,308.092646,1.632026,3.32736601689
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-365_20260714_175239,0.0,0.5,1.791135,-0.03,651.424404022,0.726111493355,True,mc/mc_infill_lt1_beta0_0,False,,,,1.99708594686
mc/mc_beta0_s,mc_beta0_s_gid-911_20260710_080354,0.0,0.5,1.792514,0.016272,101.132744397,2.55977425048,True,mc/mc_beta0_s,False,,,,5.59544541023
mc/mc_beta0_s,mc_beta0_s_gid-1349_20260710_045904,0.0,0.5,1.794189,0.007342,135.387581594,2.34860028455,True,mc/mc_beta0_s,False,,,,4.92311244002
mc/mc_infill_1_2,mc_infill_1_2_gid-668_20260714_175406,0.0,0.5,1.797473,-0.023835,506.206987707,1.09448757573,True,mc/mc_infill_1_2,False,,,,2.4437807837
